,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
787,857,Mistral-Large-3,Baseline,4,1,High,LOWER,11000
788,858,Mistral-Large-3,Baseline,4,2,High,LOWER,11000
789,859,Mistral-Large-3,Baseline,4,3,High,LOWER,11000
790,860,Mistral-Large-3,Baseline,4,4,High,LOWER,11000
791,861,Mistral-Large-3,Baseline,4,5,High,LOWER,11000
792,862,Mistral-Large-3,Baseline,4,6,High,LOWER,11000
793,863,Mistral-Large-3,Baseline,4,7,High,LOWER,11000
794,864,Mistral-Large-3,Baseline,4,8,High,LOWER,11000
795,865,Mistral-Large-3,Baseline,5,1,Low,HIGHER,120
796,866,Mistral-Large-3,Baseline,5,2,Low,HIGHER,120
797,867,Mistral-Large-3,Baseline,5,3,Low,HIGHER,120
798,868,Mistral-Large-3,Baseline,5,4,Low,HIGHER,120
799,869,Mistral-Large-3,Baseline,5,5,Low,HIGHER,120
800,870,Mistral-Large-3,Baseline,5,6,Low,HIGHER,120
801,871,Mistral-Large-3,Baseline,5,7,Low,HIGHER,120
802,872,Mistral-Large-3,Baseline,5,8,Low,HIGHER,120
803,873,Mistral-Large-3,Baseline,5,1,High,HIGHER,150
804,874,Mistral-Large-3,Baseline,5,2,High,HIGHER,150
805,875,Mistral-Large-3,Baseline,5,3,High,HIGHER,150
806,876,Mistral-Large-3,Baseline,5,4,High,HIGHER,150
807,877,Mistral-Large-3,Baseline,5,5,High,HIGHER,150
808,878,Mistral-Large-3,Baseline,5,6,High,HIGHER,150
809,879,Mistral-Large-3,Baseline,5,7,High,HIGHER,150
810,880,Mistral-Large-3,Baseline,5,8,High,HIGHER,150
811,881,Mistral-Large-3,Baseline,6,1,Low,HIGHER,58000
812,882,Mistral-Large-3,Baseline,6,2,Low,HIGHER,58000
813,883,Mistral-Large-3,Baseline,6,3,Low,HIGHER,58000
814,884,Mistral-Large-3,Baseline,6,4,Low,HIGHER,58000
815,885,Mistral-Large-3,Baseline,6,5,Low,HIGHER,58000
816,886,Mistral-Large-3,Baseline,6,6,Low,HIGHER,58000
817,887,Mistral-Large-3,Baseline,6,7,Low,HIGHER,58000
818,888,Mistral-Large-3,Baseline,6,8,Low,HIGHER,58000
819,889,Mistral-Large-3,Baseline,6,1,High,LOWER,58000
820,890,Mistral-Large-3,Baseline,6,2,High,LOWER,58000
821,891,Mistral-Large-3,Baseline,6,3,High,LOWER,58375
822,892,Mistral-Large-3,Baseline,6,4,High,LOWER,58000
823,893,Mistral-Large-3,Baseline,6,5,High,LOWER,58000
824,894,Mistral-Large-3,Baseline,6,6,High,LOWER,58000
825,895,Mistral-Large-3,Baseline,6,7,High,LOWER,58000
826,896,Mistral-Large-3,Baseline,6,8,High,LOWER,58000
827,897,Mistral-Large-3,Baseline,7,1,Low,HIGHER,27
828,898,Mistral-Large-3,Baseline,7,2,Low,HIGHER,27
829,899,Mistral-Large-3,Baseline,7,3,Low,HIGHER,27
830,900,Mistral-Large-3,Baseline,7,4,Low,HIGHER,27
831,901,Mistral-Large-3,Baseline,7,5,Low,HIGHER,27
832,902,Mistral-Large-3,Baseline,7,6,Low,HIGHER,27
833,903,Mistral-Large-3,Baseline,7,7,Low,HIGHER,27
834,904,Mistral-Large-3,Baseline,7,8,Low,HIGHER,27
835,905,Mistral-Large-3,Baseline,7,1,High,LOWER,55
836,906,Mistral-Large-3,Baseline,7,2,High,LOWER,35
837,907,Mistral-Large-3,Baseline,7,3,High,LOWER,55
838,908,Mistral-Large-3,Baseline,7,4,High,LOWER,55
839,909,Mistral-Large-3,Baseline,7,5,High,LOWER,55
840,910,Mistral-Large-3,Baseline,7,6,High,LOWER,55
841,911,Mistral-Large-3,Baseline,7,7,High,LOWER,55
842,912,Mistral-Large-3,Baseline,7,8,High,LOWER,55
843,913,Mistral-Large-3,Baseline,8,1,Low,LOWER,80000
844,914,Mistral-Large-3,Baseline,8,2,Low,LOWER,80000
845,915,Mistral-Large-3,Baseline,8,3,Low,LOWER,80000
846,916,Mistral-Large-3,Baseline,8,4,Low,LOWER,80000
847,917,Mistral-Large-3,Baseline,8,5,Low,LOWER,80000
848,918,Mistral-Large-3,Baseline,8,6,Low,LOWER,80000
849,919,Mistral-Large-3,Baseline,8,7,Low,LOWER,80000
850,920,Mistral-Large-3,Baseline,8,8,Low,LOWER,80000
851,921,Mistral-Large-3,Baseline,8,1,High,LOWER,300000
852,922,Mistral-Large-3,Baseline,8,2,High,LOWER,300000
853,923,Mistral-Large-3,Baseline,8,3,High,LOWER,300000
854,924,Mistral-Large-3,Baseline,8,4,High,LOWER,300000
855,925,Mistral-Large-3,Baseline,8,5,High,LOWER,300000
856,926,Mistral-Large-3,Baseline,8,6,High,LOWER,300000
857,927,Mistral-Large-3,Baseline,8,7,High,LOWER,300000
858,928,Mistral-Large-3,Baseline,8,8,High,LOWER,300000
859,929,Mistral-Large-3,Baseline,9,1,Low,HIGHER,250
860,930,Mistral-Large-3,Baseline,9,2,Low,HIGHER,250
861,931,Mistral-Large-3,Baseline,9,3,Low,HIGHER,250
862,932,Mistral-Large-3,Baseline,9,4,Low,HIGHER,250
863,933,Mistral-Large-3,Baseline,9,5,Low,HIGHER,250
864,934,Mistral-Large-3,Baseline,9,6,Low,HIGHER,250
865,935,Mistral-Large-3,Baseline,9,7,Low,HIGHER,250
866,936,Mistral-Large-3,Baseline,9,8,Low,HIGHER,250
867,937,Mistral-Large-3,Baseline,9,1,High,LOWER,250
868,938,Mistral-Large-3,Baseline,9,2,High,LOWER,250
869,939,Mistral-Large-3,Baseline,9,3,High,LOWER,250
870,940,Mistral-Large-3,Baseline,9,4,High,LOWER,250
871,941,Mistral-Large-3,Baseline,9,5,High,LOWER,250
872,942,Mistral-Large-3,Baseline,9,6,High,LOWER,250
873,943,Mistral-Large-3,Baseline,9,7,High,LOWER,250
874,944,Mistral-Large-3,Baseline,9,8,High,LOWER,250
875,945,Mistral-Large-3,Baseline,10,1,Low,HIGHER,500000
876,946,Mistral-Large-3,Baseline,10,2,Low,HIGHER,500000
877,947,Mistral-Large-3,Baseline,10,3,Low,HIGHER,500000
878,948,Mistral-Large-3,Baseline,10,4,Low,HIGHER,500000
879,949,Mistral-Large-3,Baseline,10,5,Low,HIGHER,500000
880,950,Mistral-Large-3,Baseline,10,6,Low,HIGHER,500000
881,951,Mistral-Large-3,Baseline,10,7,Low,HIGHER,500000
882,952,Mistral-Large-3,Baseline,10,8,Low,HIGHER,500000
883,953,Mistral-Large-3,Baseline,10,1,High,HIGHER,500000
884,954,Mistral-Large-3,Baseline,10,2,High,HIGHER,500000
885,955,Mistral-Large-3,Baseline,10,3,High,HIGHER,500000
886,956,Mistral-Large-3,Baseline,10,4,High,HIGHER,500000
887,957,Mistral-Large-3,Baseline,10,5,High,HIGHER,500000
888,958,Mistral-Large-3,Baseline,10,6,High,HIGHER,500000
889,959,Mistral-Large-3,Baseline,10,7,High,HIGHER,500000
890,960,Mistral-Large-3,Baseline,10,8,High,HIGHER,500000
891,961,Mistral-Large-3,Baseline,11,1,Low,HIGHER,50
892,962,Mistral-Large-3,Baseline,11,2,Low,HIGHER,50
893,963,Mistral-Large-3,Baseline,11,3,Low,HIGHER,50
894,964,Mistral-Large-3,Baseline,11,4,Low,HIGHER,50
895,965,Mistral-Large-3,Baseline,11,5,Low,HIGHER,50
896,966,Mistral-Large-3,Baseline,11,6,Low,HIGHER,50
897,967,Mistral-Large-3,Baseline,11,7,Low,HIGHER,50
898,968,Mistral-Large-3,Baseline,11,8,Low,HIGHER,50
899,969,Mistral-Large-3,Baseline,11,1,High,HIGHER,65
900,970,Mistral-Large-3,Baseline,11,2,High,HIGHER,65
901,971,Mistral-Large-3,Baseline,11,3,High,HIGHER,65
902,972,Mistral-Large-3,Baseline,11,4,High,HIGHER,65
903,973,Mistral-Large-3,Baseline,11,5,High,HIGHER,65
904,974,Mistral-Large-3,Baseline,11,6,High,HIGHER,65
905,975,Mistral-Large-3,Baseline,11,7,High,HIGHER,65
906,976,Mistral-Large-3,Baseline,11,8,High,HIGHER,65
907,977,Mistral-Large-3,Baseline,12,1,Low,HIGHER,350
908,978,Mistral-Large-3,Baseline,12,2,Low,LOWER,70
909,979,Mistral-Large-3,Baseline,12,3,Low,LOWER,70
910,980,Mistral-Large-3,Baseline,12,4,Low,HIGHER,350
911,981,Mistral-Large-3,Baseline,12,5,Low,HIGHER,350
912,982,Mistral-Large-3,Baseline,12,6,Low,LOWER,70
913,983,Mistral-Large-3,Baseline,12,7,Low,HIGHER,350
914,984,Mistral-Large-3,Baseline,12,8,Low,LOWER,70
915,985,Mistral-Large-3,Baseline,12,1,High,LOWER,300
916,986,Mistral-Large-3,Baseline,12,2,High,LOWER,300
917,987,Mistral-Large-3,Baseline,12,3,High,LOWER,300
918,988,Mistral-Large-3,Baseline,12,4,High,LOWER,300
919,989,Mistral-Large-3,Baseline,12,5,High,LOWER,300
920,990,Mistral-Large-3,Baseline,12,6,High,LOWER,300
921,991,Mistral-Large-3,Baseline,12,7,High,LOWER,300
922,992,Mistral-Large-3,Baseline,12,8,High,LOWER,300
923,993,Mistral-Large-3,Baseline,13,1,Low,HIGHER,15000000
924,994,Mistral-Large-3,Baseline,13,2,Low,HIGHER,15000000
925,995,Mistral-Large-3,Baseline,13,3,Low,HIGHER,15000000
926,996,Mistral-Large-3,Baseline,13,4,Low,HIGHER,12000000
927,997,Mistral-Large-3,Baseline,13,5,Low,HIGHER,12000000
928,998,Mistral-Large-3,Baseline,13,6,Low,HIGHER,15000000
929,999,Mistral-Large-3,Baseline,13,7,Low,HIGHER,12000000
930,1000,Mistral-Large-3,Baseline,13,8,Low,HIGHER,15000000
931,1001,Mistral-Large-3,Baseline,13,1,High,HIGHER,50000000
932,1003,Mistral-Large-3,Baseline,13,3,High,HIGHER,50000000
933,1004,Mistral-Large-3,Baseline,13,4,High,HIGHER,50000000
934,1005,Mistral-Large-3,Baseline,13,5,High,HIGHER,50000000
935,1006,Mistral-Large-3,Baseline,13,6,High,HIGHER,50000000
936,1007,Mistral-Large-3,Baseline,13,7,High,HIGHER,50000000
937,1008,Mistral-Large-3,Baseline,13,8,High,HIGHER,50000000
938,1009,Mistral-Large-3,Baseline,14,1,Low,HIGHER,1650
939,1010,Mistral-Large-3,Baseline,14,2,Low,HIGHER,1650
940,1011,Mistral-Large-3,Baseline,14,3,Low,HIGHER,1650
941,1012,Mistral-Large-3,Baseline,14,4,Low,HIGHER,1650
942,1013,Mistral-Large-3,Baseline,14,5,Low,HIGHER,1650
943,1014,Mistral-Large-3,Baseline,14,6,Low,HIGHER,1650
944,1015,Mistral-Large-3,Baseline,14,7,Low,HIGHER,1650
945,1016,Mistral-Large-3,Baseline,14,8,Low,HIGHER,1650
946,1017,Mistral-Large-3,Baseline,14,1,High,LOWER,1200
947,1018,Mistral-Large-3,Baseline,14,2,High,LOWER,1200
948,1019,Mistral-Large-3,Baseline,14,3,High,LOWER,1200
949,1020,Mistral-Large-3,Baseline,14,4,High,LOWER,1200
950,1021,Mistral-Large-3,Baseline,14,5,High,LOWER,1200
951,1022,Mistral-Large-3,Baseline,14,6,High,LOWER,1200
952,1023,Mistral-Large-3,Baseline,14,7,High,LOWER,1200
953,1024,Mistral-Large-3,Baseline,14,8,High,LOWER,1200
954,1025,Mistral-Large-3,Baseline,15,1,Low,HIGHER,3500
955,1026,Mistral-Large-3,Baseline,15,2,Low,HIGHER,3500
956,1027,Mistral-Large-3,Baseline,15,3,Low,HIGHER,3500
957,1028,Mistral-Large-3,Baseline,15,4,Low,HIGHER,3500
958,1029,Mistral-Large-3,Baseline,15,5,Low,HIGHER,3500
959,1030,Mistral-Large-3,Baseline,15,6,Low,HIGHER,3500
960,1031,Mistral-Large-3,Baseline,15,7,Low,HIGHER,3500
961,1032,Mistral-Large-3,Baseline,15,8,Low,HIGHER,3500
962,1033,Mistral-Large-3,Baseline,15,1,High,HIGHER,3500
963,1034,Mistral-Large-3,Baseline,15,2,High,HIGHER,3500
964,1035,Mistral-Large-3,Baseline,15,3,High,HIGHER,3500
965,1036,Mistral-Large-3,Baseline,15,4,High,HIGHER,3500
966,1037,Mistral-Large-3,Baseline,15,5,High,HIGHER,3500
967,1038,Mistral-Large-3,Baseline,15,6,High,HIGHER,3500
968,1039,Mistral-Large-3,Baseline,15,7,High,HIGHER,3500
969,1040,Mistral-Large-3,Baseline,15,8,High,HIGHER,3500
970,1041,Mistral-Large-3,Baseline,16,1,Low,HIGHER,120
971,1042,Mistral-Large-3,Baseline,16,2,Low,HIGHER,120
972,1043,Mistral-Large-3,Baseline,16,3,Low,HIGHER,120
973,1044,Mistral-Large-3,Baseline,16,4,Low,HIGHER,120
974,1045,Mistral-Large-3,Baseline,16,5,Low,HIGHER,120
975,1046,Mistral-Large-3,Baseline,16,6,Low,HIGHER,120
976,1047,Mistral-Large-3,Baseline,16,7,Low,HIGHER,120
977,1048,Mistral-Large-3,Baseline,16,8,Low,HIGHER,120
978,1049,Mistral-Large-3,Baseline,16,1,High,HIGHER,300
979,1050,Mistral-Large-3,Baseline,16,2,High,HIGHER,300
980,1051,Mistral-Large-3,Baseline,16,3,High,HIGHER,300
981,1052,Mistral-Large-3,Baseline,16,4,High,HIGHER,300
982,1053,Mistral-Large-3,Baseline,16,5,High,HIGHER,300
983,1054,Mistral-Large-3,Baseline,16,6,High,HIGHER,300
984,1055,Mistral-Large-3,Baseline,16,7,High,HIGHER,300
985,1056,Mistral-Large-3,Baseline,16,8,High,HIGHER,300
986,1057,Mistral-Large-3,Baseline,17,1,Low,HIGHER,150000
987,1058,Mistral-Large-3,Baseline,17,2,Low,HIGHER,250000
988,1059,Mistral-Large-3,Baseline,17,3,Low,HIGHER,250000
989,1060,Mistral-Large-3,Baseline,17,4,Low,HIGHER,250000
990,1061,Mistral-Large-3,Baseline,17,5,Low,HIGHER,250000
991,1062,Mistral-Large-3,Baseline,17,6,Low,HIGHER,250000
992,1063,Mistral-Large-3,Baseline,17,7,Low,HIGHER,250000
993,1064,Mistral-Large-3,Baseline,17,8,Low,HIGHER,250000
994,1065,Mistral-Large-3,Baseline,17,1,High,LOWER,100000
995,1066,Mistral-Large-3,Baseline,17,2,High,LOWER,50000
996,1067,Mistral-Large-3,Baseline,17,3,High,LOWER,100000
997,1068,Mistral-Large-3,Baseline,17,4,High,LOWER,100000
998,1069,Mistral-Large-3,Baseline,17,5,High,LOWER,50000
999,1070,Mistral-Large-3,Baseline,17,6,High,LOWER,50000
1000,1071,Mistral-Large-3,Baseline,17,7,High,LOWER,100000
1001,1072,Mistral-Large-3,Baseline,17,8,High,LOWER,100000
1002,1073,Mistral-Large-3,Baseline,18,1,Low,HIGHER,150
1003,1074,Mistral-Large-3,Baseline,18,2,Low,HIGHER,150
1004,1075,Mistral-Large-3,Baseline,18,3,Low,HIGHER,150
1005,1076,Mistral-Large-3,Baseline,18,4,Low,HIGHER,150
1006,1077,Mistral-Large-3,Baseline,18,5,Low,HIGHER,150
1007,1078,Mistral-Large-3,Baseline,18,6,Low,HIGHER,150
1008,1079,Mistral-Large-3,Baseline,18,7,Low,HIGHER,150
1009,1080,Mistral-Large-3,Baseline,18,8,Low,HIGHER,150
1010,1081,Mistral-Large-3,Baseline,18,1,High,HIGHER,150
1011,1082,Mistral-Large-3,Baseline,18,2,High,HIGHER,150
1012,1083,Mistral-Large-3,Baseline,18,3,High,HIGHER,150
1013,1084,Mistral-Large-3,Baseline,18,4,High,HIGHER,150
1014,1085,Mistral-Large-3,Baseline,18,5,High,HIGHER,150
1015,1086,Mistral-Large-3,Baseline,18,6,High,HIGHER,150
1016,1087,Mistral-Large-3,Baseline,18,7,High,HIGHER,150
1017,1088,Mistral-Large-3,Baseline,18,8,High,HIGHER,150
1018,1089,Mistral-Large-3,Baseline,19,1,Low,LOWER,60000
1019,1090,Mistral-Large-3,Baseline,19,2,Low,LOWER,60000
1020,1091,Mistral-Large-3,Baseline,19,3,Low,LOWER,60000
1021,1092,Mistral-Large-3,Baseline,19,4,Low,LOWER,60000
1022,1093,Mistral-Large-3,Baseline,19,5,Low,LOWER,60000
1023,1094,Mistral-Large-3,Baseline,19,6,Low,LOWER,60000
1024,1095,Mistral-Large-3,Baseline,19,7,Low,LOWER,60000
1025,1096,Mistral-Large-3,Baseline,19,8,Low,LOWER,60000
1026,1097,Mistral-Large-3,Baseline,19,1,High,LOWER,250000
1027,1098,Mistral-Large-3,Baseline,19,2,High,LOWER,250000
1028,1099,Mistral-Large-3,Baseline,19,3,High,LOWER,250000
1029,1100,Mistral-Large-3,Baseline,19,4,High,LOWER,250000
1030,1101,Mistral-Large-3,Baseline,19,5,High,LOWER,250000
1031,1102,Mistral-Large-3,Baseline,19,6,High,LOWER,250000
1032,1103,Mistral-Large-3,Baseline,19,7,High,LOWER,250000
1033,1104,Mistral-Large-3,Baseline,19,8,High,LOWER,250000
1034,1105,Mistral-Large-3,Baseline,20,1,Low,HIGHER,1200
1035,1106,Mistral-Large-3,Baseline,20,2,Low,HIGHER,1200
1036,1107,Mistral-Large-3,Baseline,20,3,Low,HIGHER,1200
1037,1108,Mistral-Large-3,Baseline,20,4,Low,HIGHER,1200
1038,1109,Mistral-Large-3,Baseline,20,5,Low,HIGHER,1200
1039,1110,Mistral-Large-3,Baseline,20,6,Low,HIGHER,1200
1040,1111,Mistral-Large-3,Baseline,20,7,Low,HIGHER,1200
1041,1112,Mistral-Large-3,Baseline,20,8,Low,HIGHER,1200
1042,1113,Mistral-Large-3,Baseline,20,1,High,HIGHER,1800
1043,1114,Mistral-Large-3,Baseline,20,2,High,HIGHER,1800
1044,1115,Mistral-Large-3,Baseline,20,3,High,HIGHER,1800
1045,1116,Mistral-Large-3,Baseline,20,4,High,HIGHER,1800
1046,1117,Mistral-Large-3,Baseline,20,5,High,HIGHER,1800
1047,1118,Mistral-Large-3,Baseline,20,6,High,HIGHER,1800
1048,1119,Mistral-Large-3,Baseline,20,7,High,HIGHER,1800
1049,1120,Mistral-Large-3,Baseline,20,8,High,HIGHER,1800
1050,1121,Mistral-Large-3,Baseline,21,1,Low,HIGHER,1800
1051,1122,Mistral-Large-3,Baseline,21,2,Low,HIGHER,1800
1052,1123,Mistral-Large-3,Baseline,21,3,Low,HIGHER,1800
1053,1124,Mistral-Large-3,Baseline,21,4,Low,HIGHER,1800
1054,1125,Mistral-Large-3,Baseline,21,5,Low,HIGHER,1800
1055,1126,Mistral-Large-3,Baseline,21,6,Low,HIGHER,1800
1056,1127,Mistral-Large-3,Baseline,21,7,Low,HIGHER,1800
1057,1128,Mistral-Large-3,Baseline,21,8,Low,HIGHER,1800
1058,1129,Mistral-Large-3,Baseline,21,1,High,HIGHER,1800
1059,1130,Mistral-Large-3,Baseline,21,2,High,HIGHER,1800
1060,1131,Mistral-Large-3,Baseline,21,3,High,HIGHER,1800
1061,1132,Mistral-Large-3,Baseline,21,4,High,HIGHER,1800
1062,1133,Mistral-Large-3,Baseline,21,5,High,LOWER,1800
1063,1134,Mistral-Large-3,Baseline,21,6,High,HIGHER,1800
1064,1135,Mistral-Large-3,Baseline,21,7,High,HIGHER,1800
1065,1136,Mistral-Large-3,Baseline,21,8,High,HIGHER,1800
1066,1137,Mistral-Large-3,Baseline,22,1,Low,HIGHER,3700
1067,1138,Mistral-Large-3,Baseline,22,2,Low,HIGHER,3700
1068,1139,Mistral-Large-3,Baseline,22,3,Low,HIGHER,3700
1069,1140,Mistral-Large-3,Baseline,22,4,Low,HIGHER,3700
1070,1141,Mistral-Large-3,Baseline,22,5,Low,HIGHER,3700
1071,1142,Mistral-Large-3,Baseline,22,6,Low,HIGHER,3700
1072,1143,Mistral-Large-3,Baseline,22,7,Low,HIGHER,3700
1073,1144,Mistral-Large-3,Baseline,22,8,Low,HIGHER,3700
1074,1145,Mistral-Large-3,Baseline,22,1,High,LOWER,3700
1075,1146,Mistral-Large-3,Baseline,22,2,High,LOWER,3700
1076,1147,Mistral-Large-3,Baseline,22,3,High,LOWER,3700
1077,1148,Mistral-Large-3,Baseline,22,4,High,LOWER,3700
1078,1149,Mistral-Large-3,Baseline,22,5,High,LOWER,3700
1079,1150,Mistral-Large-3,Baseline,22,6,High,LOWER,3700
1080,1151,Mistral-Large-3,Baseline,22,7,High,LOWER,3700
1081,1152,Mistral-Large-3,Baseline,22,8,High,LOWER,3700
1082,1153,Mistral-Large-3,Baseline,23,1,Low,HIGHER,300
1083,1154,Mistral-Large-3,Baseline,23,2,Low,HIGHER,300
1084,1155,Mistral-Large-3,Baseline,23,3,Low,HIGHER,300
1085,1156,Mistral-Large-3,Baseline,23,4,Low,HIGHER,300
1086,1157,Mistral-Large-3,Baseline,23,5,Low,HIGHER,300
1087,1158,Mistral-Large-3,Baseline,23,6,Low,HIGHER,300
1088,1159,Mistral-Large-3,Baseline,23,7,Low,HIGHER,300
1089,1160,Mistral-Large-3,Baseline,23,8,Low,HIGHER,300
1090,1161,Mistral-Large-3,Baseline,23,1,High,HIGHER,700
1091,1162,Mistral-Large-3,Baseline,23,2,High,HIGHER,700
1092,1163,Mistral-Large-3,Baseline,23,3,High,HIGHER,700
1093,1164,Mistral-Large-3,Baseline,23,4,High,HIGHER,700
1094,1165,Mistral-Large-3,Baseline,23,5,High,HIGHER,700
1095,1166,Mistral-Large-3,Baseline,23,6,High,HIGHER,700
1096,1167,Mistral-Large-3,Baseline,23,7,High,HIGHER,700
1097,1168,Mistral-Large-3,Baseline,23,8,High,HIGHER,700
1098,1169,Mistral-Large-3,Baseline,24,1,Low,HIGHER,44000
1099,1170,Mistral-Large-3,Baseline,24,2,Low,HIGHER,44000
1100,1171,Mistral-Large-3,Baseline,24,3,Low,HIGHER,44000
1101,1172,Mistral-Large-3,Baseline,24,4,Low,HIGHER,44000
1102,1173,Mistral-Large-3,Baseline,24,5,Low,HIGHER,44000
1103,1174,Mistral-Large-3,Baseline,24,6,Low,HIGHER,44000
1104,1175,Mistral-Large-3,Baseline,24,7,Low,HIGHER,44000
1105,1176,Mistral-Large-3,Baseline,24,8,Low,HIGHER,44000
1106,1177,Mistral-Large-3,Baseline,24,1,High,LOWER,45000
1107,1178,Mistral-Large-3,Baseline,24,2,High,LOWER,45000
1108,1179,Mistral-Large-3,Baseline,24,3,High,LOWER,45000
1109,1180,Mistral-Large-3,Baseline,24,4,High,LOWER,45000
1110,1181,Mistral-Large-3,Baseline,24,5,High,LOWER,45000
1111,1182,Mistral-Large-3,Baseline,24,6,High,LOWER,45000
1112,1183,Mistral-Large-3,Baseline,24,7,High,LOWER,45000
1113,1184,Mistral-Large-3,Baseline,24,8,High,LOWER,45000
1114,1185,Mistral-Large-3,Baseline,25,1,Low,HIGHER,1200
1115,1186,Mistral-Large-3,Baseline,25,2,Low,HIGHER,1200
1116,1187,Mistral-Large-3,Baseline,25,3,Low,HIGHER,1200
1117,1188,Mistral-Large-3,Baseline,25,4,Low,HIGHER,1200
1118,1189,Mistral-Large-3,Baseline,25,5,Low,HIGHER,1200
1119,1190,Mistral-Large-3,Baseline,25,6,Low,HIGHER,1200
1120,1191,Mistral-Large-3,Baseline,25,7,Low,HIGHER,1200
1121,1192,Mistral-Large-3,Baseline,25,8,Low,HIGHER,1200
1122,1193,Mistral-Large-3,Baseline,25,1,High,HIGHER,1800
1123,1194,Mistral-Large-3,Baseline,25,2,High,HIGHER,1800
1124,1195,Mistral-Large-3,Baseline,25,3,High,HIGHER,1800
1125,1196,Mistral-Large-3,Baseline,25,4,High,HIGHER,1800
1126,1197,Mistral-Large-3,Baseline,25,5,High,HIGHER,1800
1127,1198,Mistral-Large-3,Baseline,25,6,High,HIGHER,1800
1128,1199,Mistral-Large-3,Baseline,25,7,High,HIGHER,1800
1129,1200,Mistral-Large-3,Baseline,25,8,High,HIGHER,1800
